#         t          x          y          z         vx         vy         vz
      3.031    192.478    -32.577     81.083    -11.137    -74.689    -53.259
      3.032    192.467    -32.652     81.030    -11.253    -74.660    -53.302
      3.033    192.456    -32.726     80.977    -11.370    -74.630    -53.345
      3.034    192.444    -32.801     80.924    -11.487    -74.601    -53.389
      3.035    192.433    -32.876     80.870    -11.603    -74.571    -53.432
      3.036    192.421    -32.950     80.817    -11.720    -74.542    -53.475
      3.037    192.409    -33.025     80.763    -11.837    -74.512    -53.519
      3.038    192.398    -33.099     80.710    -11.954    -74.483    -53.562
      3.039    192.386    -33.174     80.656    -12.070    -74.453    -53.605
      3.040    192.373    -33.248     80.602    -12.187    -74.424    -53.648
      3.041    192.361    -33.323     80.549    -12.304    -74.394    -53.691
      3.042    192.349    -33.397     80.495    -12.420    -74.364    -53.734
      3.043    192.336    -33.471     80.441    -12.537    -74.334    -53.777
      3.044    192.324    -33.546     80.387    -12.654    -74.304    -53.821
      3.045    192.311    -33.620     80.334    -12.771    -74.275    -53.864
      3.046    192.298    -33.694     80.280    -12.887    -74.245    -53.907
      3.047    192.285    -33.768     80.226    -13.004    -74.215    -53.950
      3.048    192.272    -33.843     80.172    -13.121    -74.185    -53.992
      3.049    192.259    -33.917     80.118    -13.238    -74.154    -54.035
      3.050    192.246    -33.991     80.064    -13.354    -74.124    -54.078
      3.051    192.232    -34.065     80.010    -13.471    -74.094    -54.121
      3.052    192.219    -34.139     79.956    -13.588    -74.064    -54.164
      3.053    192.205    -34.213     79.901    -13.705    -74.034    -54.207
      3.054    192.191    -34.287     79.847    -13.822    -74.003    -54.250
      3.055    192.177    -34.361     79.793    -13.938    -73.973    -54.292
      3.056    192.163    -34.435     79.739    -14.055    -73.943    -54.335
      3.057    192.149    -34.509     79.684    -14.172    -73.912    -54.378
      3.058    192.135    -34.583     79.630    -14.289    -73.882    -54.421
      3.059    192.121    -34.657     79.575    -14.406    -73.851    -54.463
      3.060    192.106    -34.731     79.521    -14.523    -73.820    -54.506
      3.061    192.092    -34.804     79.466    -14.640    -73.790    -54.549
      3.062    192.077    -34.878     79.412    -14.756    -73.759    -54.591
      3.063    192.062    -34.952     79.357    -14.873    -73.728    -54.634
      3.064    192.047    -35.026     79.302    -14.990    -73.698    -54.676
      3.065    192.032    -35.099     79.248    -15.107    -73.667    -54.719
      3.066    192.017    -35.173     79.193    -15.224    -73.636    -54.761
      3.067    192.002    -35.247     79.138    -15.341    -73.605    -54.804
      3.068    191.986    -35.320     79.083    -15.458    -73.574    -54.846
      3.069    191.971    -35.394     79.029    -15.575    -73.543    -54.889
      3.070    191.955    -35.467     78.974    -15.692    -73.512    -54.931
      3.071    191.940    -35.541     78.919    -15.809    -73.481    -54.973
      3.072    191.924    -35.614     78.864    -15.926    -73.450    -55.016
      3.073    191.908    -35.688     78.809    -16.043    -73.418    -55.058
      3.074    191.892    -35.761     78.754    -16.160    -73.387    -55.100
      3.075    191.875    -35.834     78.698    -16.277    -73.356    -55.143
      3.076    191.859    -35.908     78.643    -16.394    -73.324    -55.185
      3.077    191.843    -35.981     78.588    -16.511    -73.293    -55.227
